domain,domain_type,organization_name,suborganization_name,topic
gaonet.gov,Federal - Legislative,Government Accountability Office,,FinanceAndEconomy
congressionaldirectory.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
congressionalrecord.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
ecfr.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
fdlp.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
fdsys.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
federalregister.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
fedreg.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
govinfo.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
gpodev.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
gpo.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
housecalendar.gov,Federal - Legislative,Government Publishing Office,,FinanceAndEconomy
ofr.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
presidentialdocuments.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
senatecalendar.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
uscode.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
usgovernmentmanual.gov,Federal - Legislative,Government Publishing Office,,GeneralGovernment
africanamericanhistorymonth.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
americanmemory.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
americaslibrary.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
asianpacificheritage.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
blackhistorymonth.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
ccb.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
congress.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
copyrightclaimsboard.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
copyright.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
crb.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
crs.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
currencyreaderapplication.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
currencyreader.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
digitalpreservation.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
digitizationguidelines.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
hispanicheritagemonth.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
jewishheritage.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
jewishheritagemonth.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
law.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
lctl.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
libraryofcongress.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
lis.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
literacy.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
loc.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
loctest.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
loctps.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
nativeamericanheritagemonth.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
read.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
section108.gov,Federal - Legislative,Library of Congress,,FinanceAndEconomy
thomas.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
tps.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
unitedstatescongress.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
uscongress.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
womenshistorymonth.gov,Federal - Legislative,Library of Congress,,GeneralGovernment
macpac.gov,Federal - Legislative,Medicaid and CHIP Payment and Access Commission,Medicaid and CHIP Payment and Access Commission,HealthAndEnvironment
medpac.gov,Federal - Legislative,Medicare Payment Advisory Commission,Medicare Payment Advisory Commission,HealthAndEnvironment
compliance.gov,Federal - Legislative,Office of Congressional Workplace Rights,Congressional Office of Compliance,GeneralGovernment
ocwr.gov,Federal - Legislative,Office of Congressional Workplace Rights,Office of Congressional Workplace Rights,GeneralGovernment
coil.gov,Federal - Legislative,Open World Leadership Center,Congressional Office for International Leadership,GeneralGovernment
openworld.gov,Federal - Legislative,Open World Leadership Center,,GeneralGovernment
stennis.gov,Federal - Legislative,Stennis Center for Public Service,John C. Stennis Center for Public Service,GeneralGovernment
assistantdemocraticleader.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
cecc.gov,Federal - Legislative,United States House of Representatives,Congressional-Executive Commission on China,GeneralGovernment
china-commission.gov,Federal - Legislative,United States House of Representatives,Congressional-Executive Commission on China,GeneralGovernment
chinacommission.gov,Federal - Legislative,United States House of Representatives,Congressional-Executive Commission on China,GeneralGovernment
csce.gov,Federal - Legislative,United States House of Representatives,Commission on Security and Cooperation in Europe,FinanceAndEconomy
democraticleader.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
democraticwhip.gov,Federal - Legislative,United States House of Representatives,Democratic Whip's Office,GeneralGovernment
democrats.gov,Federal - Legislative,United States House of Representatives,House Democratic Caucus,GeneralGovernment
dems.gov,Federal - Legislative,United States House of Representatives,House Democratic Caucus,GeneralGovernment
gop.gov,Federal - Legislative,United States House of Representatives,House Republican Conference,GeneralGovernment
gopleader.gov,Federal - Legislative,United States House of Representatives,Office of the House Republican Leader,GeneralGovernment
gopwhip.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
housecommunications.gov,Federal - Legislative,United States House of Representatives,House of Representatives,FinanceAndEconomy
housedemocrats.gov,Federal - Legislative,United States House of Representatives,House Democratic Caucus,GeneralGovernment
housedems.gov,Federal - Legislative,United States House of Representatives,House Democratic Caucus,GeneralGovernment
housed.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
house.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
houselive.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
housenewsletters.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
jct.gov,Federal - Legislative,United States House of Representatives,"The Joint Committee on Taxation, United States Congress",GeneralGovernment
majorityleader.gov,Federal - Legislative,United States House of Representatives,Office of the Majority Leader,GeneralGovernment
majoritywhip.gov,Federal - Legislative,United States House of Representatives,Office of the Majority Whip,GeneralGovernment
minoritywhip.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
ppdcecc.gov,Federal - Legislative,United States House of Representatives,Congressional-Executive Commission on China,GeneralGovernment
republicanleader.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
republicans.gov,Federal - Legislative,United States House of Representatives,House Republican Conference,GeneralGovernment
republicanwhip.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
speaker.gov,Federal - Legislative,United States House of Representatives,Office of the Speaker,GeneralGovernment
taxreform.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
tmdbhouse.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
ushouse.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
ushr.gov,Federal - Legislative,United States House of Representatives,House of Representatives,GeneralGovernment
lda.gov,Federal - Legislative,United States Senate,,GeneralGovernment
senate.gov,Federal - Legislative,United States Senate,,GeneralGovernment
sen.gov,Federal - Legislative,United States Senate,,GeneralGovernment
uscc.gov,Federal - Legislative,U.S.-China Economic and Security Review Commission,U.S.-China Economic and Security Review Commission,FinanceAndEconomy
uscirf.gov,Federal - Legislative,U.S. Commission on International Religious Freedom,U.S. Commission on International Religious Freedom,GeneralGovernment
america250.gov,Federal - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,GeneralGovernment
usa250.gov,Federal - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,GeneralGovernment
ussemiquincentennial.gov,Federal - Legislative,U.S. Semiquincentennial Commission,United States Semiquincentennial Commission,GeneralGovernment
whdpc.gov,Federal - Legislative,Western Hemisphere Drug Policy Commission,Western Hemisphere Drug Policy Commission,GeneralGovernment
itis.gov,Federal,Smithsonian Institution,,GeneralGovernment
smithsonian.gov,Federal,Smithsonian Institution,,GeneralGovernment
